Site,Type,Habitat,Year,Call vulg,Empe nigr,Eric cine,Eric tetr,Vacc myrt,Hede heli,Rubu frut,Dros rotu,Gali saxa,Hype pulc,Nart ossi,Poly serp,Pote erec,R. acetosa,R. acetose,Succ prat ,Trif repe,Vero offi,Viol palu,Viol rivi,Digi purp,Oxal acet,List cord,Cirs palu,Junc bulb,Junc cong,Junc effu,Junc squa,Luzu camo,Luzu mult,Care bine,Care echi,Care host,Care nigr,Care pilu,Care pcea,Care puli,Care viri,Eleo mult,Erio angu,Erio vagi,Tric cesp,Agro cani,Agro capi,Agro stol,Anth odor,Dant decu,Desc flex,Fest rubr,Fest ovin,Fest vivi,Moli caer,Nard stri,Holc lana,Blec spic,Dryo aem,Dryo affi,Dryo dila,Pter aqui,Athy f-f,Aula palu,Breu chry,Camp atro,Camp intr,Camp flex,Dicr scop,Hylo sple,Hypn cupr,Hypn jutl,Leuc glau,Plag undu,Pleu schr,Poly comm,Raco lanu,Rhyt lore,Rhyt squa,Scle puru,Spha capi,Spha cusp,Spha dent,Spha fall,Spha mage,Spha palu,Spha papi,Spha squa,Spha subn,Spha tene,Spha fimb,Spha quin,Spha inun,Spha girg,Thui tama,Kind prae,Mniu horn,Dicr maju,Rhyt triq,Caly muel,Caly fiss,Dipl albi,Odon spha,Pleu purp,Scap grac,Loph bide,Scap nemo,Clad coni,Clad port,Clad pyxi,Clad unci ,Clad foer,Poly juni,Lysi nemo,Lysi tene,Stel gram,Stel medi,Stel alsi,Frul tama,Pell epip,Poly form,Eurh stri,Epilobium sp.,Epil pedu,Care dist,Poly vulg,Ranu acri,Ranu repe,Hypo radi,Gali palu,Atri undu,Cera font,Hook luce,Rume obtu,Plagiom undu,Gera robe,Cyno cris,Euph sali,Tara offi,Chry oppo,Euph offi,Prun vulg,Plan lanc,Isot myos,Dicr hete,Hyme. Sp,Poly pili,Sagi proc,Pell nees,Care lepo,Epil hirs,Loes brev,Pseu eleg,Aira cary,Litter,BareSoil,BareRock,SurfaceWater
HH1C2,Control,Dry_Heath,2022,24.92522433,0,2.991026919,0.997008973,0.997008973,0,0,0,0,0,0,0.997008973,0.997008973,0,0,4.985044865,0,0,0,0,0,0,0.099700897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.991026919,9.970089731,0,0,0,0,0,0,0,0,0,6.979062812,0,0,0,0.997008973,2.991026919,0,0.997008973,0,0,2.991026919,0,4.985044865,2.991026919,0,0.997008973,6.979062812,0,0,0,0,0,0,0,6.979062812,0.997008973,0,0,0,0,0,0,0,0,0,0,0,0,0.997008973,4.985044865,0.099700897,0,0.099700897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.985044865,0,0,0
HH1T3,Treatment,Dry_Heath,2022,19.90049751,0,9.950248756,2.985074627,0,0,0,0,0,0,0,0,0.995024876,0,0,4.975124378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995024876,0,0,0,0,0,0,0,0,9.950248756,0,0,0,0,0,0.099502488,0,0,0.099502488,6.965174129,0,0,0,0,6.965174129,0,2.985074627,0,0,2.985074627,0,0,2.985074627,0,0.099502488,6.965174129,0,0,4.975124378,0,0,0,0,4.975124378,0,0,0,0,0,2.985074627,0,0,0,0,0,0.099502488,0.995024876,0.995024876,0,0,0,0.099502488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975124378,0,0,0
HH1C3,Control,Dry_Heath,2022,19.90049751,0,9.950248756,2.985074627,0,0,0,0,0,0,0,0.099502488,0.995024876,0,0,4.975124378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099502488,0,0.099502488,0,0,0,0,0,0,0,0,6.965174129,0,0,0.099502488,0,0,0,0,0,0.995024876,9.950248756,0,0,0,0,4.975124378,0,0.995024876,0,0,2.985074627,0,4.975124378,0.995024876,0,0,9.950248756,0,0,4.975124378,0,0,0,0,2.985074627,0.995024876,0,0,0,0,0.099502488,0,0,0,0,0,0,0.995024876,0.995024876,0,0,0,0.995024876,0,0.995024876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.975124378,0,0,0
HH1T4,Treatment,Dry_Heath,2022,14.9551346,0,6.979062812,4.985044865,0.997008973,0,0,0,0,0,0,0,2.991026919,0,0,2.991026919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099700897,0,0,0,0,0,0,0,0,9.970089731,0,0,0,0,0,0,0,0,0.099700897,6.979062812,0,0,0,0,4.985044865,0,2.991026919,0,0,2.991026919,0,2.991026919,2.991026919,0,0.997008973,9.970089731,0,0,6.979062812,0,0,0,0,2.991026919,0,0,0,0,0,2.991026919,0,0,0,0,0,0,0.997008973,0.997008973,0,0,0,0.997008973,0,0.099700897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.985044865,0,0,0
HH1C4,Control,Dry_Heath,2022,2.988047809,0,0.996015936,0,6.972111554,0,0,0,2.988047809,0,0,0,2.988047809,0,0,0,0,0,0,0,0,2.988047809,0,0,0,0,4.980079681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.980079681,0.996015936,0,0,0,0.996015936,0,6.972111554,0.099601594,0.996015936,2.988047809,0.099601594,0,0.996015936,6.972111554,0,0,2.988047809,0,0,0,0,6.972111554,0,0,0,0,2.988047809,4.980079681,0,2.988047809,2.988047809,0,2.988047809,0,0,0.996015936,0,0.996015936,0,0.099601594,0,0,0,0,0,0,0.996015936,0,0,2.988047809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099601594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.94023904,0,0,0.996015936
GS3T1,Treatment,Dry_Grassland,2022,2.991026919,0,0,0,9.970089731,0,0,0,2.991026919,0,0,0,0.997008973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9551346,0,0,0.997008973,0,0,0,0,0,0,0,0,0,0,0,2.991026919,0.997008973,0,0,0,0.997008973,0,0,2.991026919,0.997008973,9.970089731,0,0.099700897,0,0,0,0,0,0.997008973,0,0,0,0.099700897,0,2.991026919,0,2.991026919,0,0.997008973,2.991026919,0,14.9551346,9.970089731,0,0,4.985044865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099700897,0,2.991026919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997008973,2.991026919,0
GS3C1,Control,Dry_Grassland,2022,0,0.099403579,0,0,0,0,0,0.099403579,2.982107356,0,0,0.994035785,2.982107356,0,0,0,0,0,0.994035785,0,0,0,0,0.099403579,0.994035785,0,0,2.982107356,0,0.994035785,0,4.970178926,0.994035785,0,0,0.994035785,2.982107356,4.970178926,0,0,0,2.982107356,0,0,0,4.970178926,2.982107356,0,0.994035785,2.982107356,2.982107356,2.982107356,9.940357853,0,0,0,0,0,0,0,0.099403579,2.982107356,0,0.994035785,0,0,2.982107356,0,0.994035785,0,0,0,0,2.982107356,2.982107356,4.970178926,0,2.982107356,0.994035785,2.982107356,0.994035785,0,2.982107356,0.994035785,0,0.994035785,0,0,0,0,0,0.994035785,0,0,0,0,0,0,0,0,0,0.099403579,0,0,0,0,0,0,0,0,0,4.970178926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994035785,0.099403579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994035785,0.994035785,0
GS3T2,Treatment,Dry_Grassland,2022,0.994035785,0,0.099403579,0,2.982107356,0,0,0,6.958250497,0.099403579,0,0,2.982107356,0,0,0,0,0,0.994035785,0.994035785,0,0,0,0,0,0.994035785,0.994035785,0.994035785,0,0.099403579,4.970178926,0,0,0,0,0.099403579,0,0.994035785,0,0,0,0,2.982107356,6.958250497,0,2.982107356,0.994035785,0,0,0,2.982107356,2.982107356,19.88071571,0,2.982107356,0,0,0,0,0,0,4.970178926,0,0,0,0,2.982107356,0,2.982107356,0,0,0,4.970178926,6.958250497,2.982107356,0.994035785,0,0.994035785,0,0,0,0,0.994035785,0,0,0.994035785,0,0,0.099403579,0,0,0.994035785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099403579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.994035785,0
GS3C2,Control,Dry_Grassland,2022,0.098911968,0,0,0.989119683,0,0,0,0,4.945598417,0,0,0.989119683,2.96735905,0,0,0,0,0,0,0,0,0,0,0,0.098911968,0,0,6.923837784,0,0,0.989119683,0.989119683,0,0,0,0,0,0,0.098911968,0.989119683,2.96735905,0,9.891196835,2.96735905,0,0.989119683,0,0,0,0,0,0.989119683,19.78239367,0,0,0,0,0,0,0,0,0.989119683,0.098911968,0,0.098911968,0,4.945598417,0,2.96735905,0,0.098911968,0,0.098911968,0.098911968,4.945598417,0.989119683,0,2.96735905,4.945598417,2.96735905,2.96735905,0.098911968,2.96735905,6.923837784,0,0.989119683,0,0,0.989119683,0,0,0.098911968,0,0,0,0,0,0,0,0,0,0,0,0.989119683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098911968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS3T3,Treatment,Dry_Grassland,2022,4.995004995,0,0,0,4.995004995,0,0,0,2.997002997,0,0,0,0.999000999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999000999,9.99000999,6.993006993,0,0,6.993006993,0,0.999000999,0,0,0,0,0,0,2.997002997,0,0,2.997002997,0,4.995004995,0,0.999000999,0,0,2.997002997,0,9.99000999,0,0,0,0,0,0,0,0,0,0,0,0.0999001,0,2.997002997,0,0,0,0,0.999000999,0,0,6.993006993,0.999000999,0.999000999,2.997002997,0,0,4.995004995,0,4.995004995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997002997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999000999,4.995004995,0,0,0
GS3C3,Control,Dry_Grassland,2022,0,0,0,0,0.996015936,0,0,0,4.980079681,0,0,0,0.996015936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.960159363,0,0,2.988047809,0.996015936,0,0,0.099601594,0.099601594,0,0,0,0.996015936,0.996015936,0,6.972111554,0.996015936,0,0,0,0.099601594,0,0,2.988047809,2.988047809,19.92031873,0,0,0,0,0,0,0,0,6.972111554,0,0,0.099601594,0,0.996015936,0,0.996015936,0,0,0.996015936,0.996015936,2.988047809,2.988047809,0.996015936,0,4.980079681,0.996015936,0,0,0,2.988047809,6.972111554,0,0.996015936,0,0,0,0,0,0.996015936,0,0,0,0,0,0,0.996015936,0,2.988047809,0,0,0.996015936,0,0,0,0,0,0.996015936,0,0,0,0,0,0,0,0.996015936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GS3T4,Treatment,Dry_Grassland,2022,2.982107356,0,0,0.994035785,0,0,0,0,0.994035785,0,0.994035785,0.994035785,2.982107356,0,0,0,0,0,0,0,0,0,0,0,2.982107356,0,0.099403579,4.970178926,0,0,0.994035785,4.970178926,0,0,0,0.994035785,0,0,0,4.970178926,0,4.970178926,0,0.994035785,0,0.994035785,0,0,0,0,2.982107356,0,9.940357853,0,0,0,0,0,0,0,0,2.982107356,0.099403579,0,0.099403579,0,2.982107356,0,0.099403579,0,0,2.982107356,0.099403579,4.970178926,2.982107356,0,0,4.970178926,2.982107356,0,6.958250497,0,2.982107356,2.982107356,0,2.982107356,0,0,0,0,0,0.099403579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.982107356,0,0,0,0,0,0,0.994035785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.970178926,0,0,0
GS3C4,Control,Dry_Grassland,2022,0.099108028,0,0,0,2.973240833,0,0,0,6.937561943,0,0,0,0.991080278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.86620416,0,0,2.973240833,0.991080278,0,0,0,0,0,0,0,0,2.973240833,0,9.910802775,0.991080278,0,0.991080278,0,0,0,0,0.991080278,0.099108028,9.910802775,0,0,0,0,0,0,0,0,0,0,0,0.099108028,0,4.955401388,0,0.099108028,0,0.991080278,2.973240833,4.955401388,0,14.86620416,0.099108028,0,4.955401388,0,0,0.991080278,0,2.973240833,0,0,0,0,0.099108028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991080278,0,0,0,0.099108028,0.099108028,0.099108028,0,2.973240833,0,0,0,0,0,0,0,0.991080278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991080278,0,0
